Lower layer Super Output Areas Code,Lower layer Super Output Areas,Economic activity status (20 categories) Code,Economic activity status (20 categories),Observation
E01000311,Barnet 034D,15,Economically inactive: Retired,149
E01000311,Barnet 034D,16,Economically inactive: Student,126
E01000311,Barnet 034D,17,Economically inactive: Looking after home or family,79
E01000311,Barnet 034D,18,Economically inactive: Long-term sick or disabled,23
E01000311,Barnet 034D,19,Economically inactive: Other,46
E01000312,Barnet 036E,-8,Does not apply,315
E01000312,Barnet 036E,1,Economically active (excluding full-time students): In employment: Employee: Part-time,159
E01000312,Barnet 036E,2,Economically active (excluding full-time students): In employment: Employee: Full-time,432
E01000312,Barnet 036E,3,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,9
E01000312,Barnet 036E,4,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,15
E01000312,Barnet 036E,5,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,73
E01000312,Barnet 036E,6,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,129
E01000312,Barnet 036E,7,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,74
E01000312,Barnet 036E,8,Economically active and a full-time student: In employment: Employee: Part-time,21
E01000312,Barnet 036E,9,Economically active and a full-time student: In employment: Employee: Full-time,9
E01000312,Barnet 036E,10,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,0
E01000312,Barnet 036E,11,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,0
E01000312,Barnet 036E,12,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,1
E01000312,Barnet 036E,13,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,5
E01000312,Barnet 036E,14,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,7
E01000312,Barnet 036E,15,Economically inactive: Retired,114
E01000312,Barnet 036E,16,Economically inactive: Student,82
E01000312,Barnet 036E,17,Economically inactive: Looking after home or family,158
E01000312,Barnet 036E,18,Economically inactive: Long-term sick or disabled,97
E01000312,Barnet 036E,19,Economically inactive: Other,68
E01000313,Barnet 036F,-8,Does not apply,341
E01000313,Barnet 036F,1,Economically active (excluding full-time students): In employment: Employee: Part-time,190
E01000313,Barnet 036F,2,Economically active (excluding full-time students): In employment: Employee: Full-time,449
E01000313,Barnet 036F,3,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,12
E01000313,Barnet 036F,4,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,28
E01000313,Barnet 036F,5,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,100
E01000313,Barnet 036F,6,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,137
E01000313,Barnet 036F,7,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,75
E01000313,Barnet 036F,8,Economically active and a full-time student: In employment: Employee: Part-time,25
E01000313,Barnet 036F,9,Economically active and a full-time student: In employment: Employee: Full-time,12
E01000313,Barnet 036F,10,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,1
E01000313,Barnet 036F,11,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,0
E01000313,Barnet 036F,12,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,5
E01000313,Barnet 036F,13,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,1
E01000313,Barnet 036F,14,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,9
E01000313,Barnet 036F,15,Economically inactive: Retired,158
E01000313,Barnet 036F,16,Economically inactive: Student,98
E01000313,Barnet 036F,17,Economically inactive: Looking after home or family,111
E01000313,Barnet 036F,18,Economically inactive: Long-term sick or disabled,74
E01000313,Barnet 036F,19,Economically inactive: Other,76
E01000314,Barnet 032F,-8,Does not apply,342
E01000314,Barnet 032F,1,Economically active (excluding full-time students): In employment: Employee: Part-time,203
E01000314,Barnet 032F,2,Economically active (excluding full-time students): In employment: Employee: Full-time,589
E01000314,Barnet 032F,3,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,17
E01000314,Barnet 032F,4,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,38
E01000314,Barnet 032F,5,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,108
E01000314,Barnet 032F,6,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,143
E01000314,Barnet 032F,7,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,74
E01000314,Barnet 032F,8,Economically active and a full-time student: In employment: Employee: Part-time,29
E01000314,Barnet 032F,9,Economically active and a full-time student: In employment: Employee: Full-time,13
E01000314,Barnet 032F,10,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,1
E01000314,Barnet 032F,11,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,0
E01000314,Barnet 032F,12,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,2
E01000314,Barnet 032F,13,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,4
E01000314,Barnet 032F,14,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,18
E01000314,Barnet 032F,15,Economically inactive: Retired,184
E01000314,Barnet 032F,16,Economically inactive: Student,178
E01000314,Barnet 032F,17,Economically inactive: Looking after home or family,106
E01000314,Barnet 032F,18,Economically inactive: Long-term sick or disabled,32
E01000314,Barnet 032F,19,Economically inactive: Other,86
E01000315,Barnet 022F,-8,Does not apply,306
E01000315,Barnet 022F,1,Economically active (excluding full-time students): In employment: Employee: Part-time,193
E01000315,Barnet 022F,2,Economically active (excluding full-time students): In employment: Employee: Full-time,374
E01000315,Barnet 022F,3,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,8
E01000315,Barnet 022F,4,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,21
E01000315,Barnet 022F,5,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,80
E01000315,Barnet 022F,6,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,72
E01000315,Barnet 022F,7,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,69
